Player,FG%,3P,eFG%,FT%,TRB,AST,STL,BLK,TOV,PS/G
Xavier Silas\silasxa01,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Ben Simmons\simmobe01,.541,0.0,.541,.563,8.1,8.1,1.7,0.9,3.4,15.8
Jonathon Simmons\simmojo02,.465,1.0,.511,.768,3.5,2.5,0.8,0.2,2.1,13.9
Kobi Simmons\simmoko01,.423,0.2,.440,1.000,1.6,1.9,0.7,0.2,1.2,5.2
Kyle Singler\singlky01,.333,0.2,.381,.538,0.8,0.2,0.1,0.0,0.3,1.9
Marcus Smart\smartma01,.367,1.4,.440,.729,3.5,4.8,1.3,0.4,2.4,10.2
Dennis Smith\smithde03,.396,1.6,.449,.695,3.8,5.1,1.0,0.2,2.8,15.2
Ish Smith\smithis01,.481,0.4,.499,.698,2.8,4.3,0.8,0.2,1.3,10.8
J.R. Smith\smithjr01,.402,1.8,.523,.696,2.9,1.8,0.9,0.1,1.0,8.3
Jason Smith\smithja02,.384,0.1,.402,.895,1.7,0.5,0.1,0.4,0.5,3.5
Josh Smith\smithjo03,.250,0.0,.250,,1.3,0.0,0.0,0.0,0.0,0.7
Tony Snell\snellto01,.438,1.4,.567,.804,1.8,1.3,0.6,0.3,0.5,6.9
Marreese Speights\speigma01,.394,1.7,.519,.755,2.6,0.7,0.1,0.4,0.7,7.8
Nik Stauskas\stausni01,.391,1.0,.530,.773,1.5,0.8,0.2,0.1,0.6,4.3
Nik Stauskas\stausni01,.250,0.0,.250,1.000,0.2,0.2,0.7,0.0,0.7,0.7
Nik Stauskas\stausni01,.395,1.2,.539,.750,1.8,1.0,0.1,0.1,0.6,5.0
Lance Stephenson\stephla01,.435,0.8,.481,.672,5.0,2.8,0.6,0.2,1.7,9.3
David Stockton\stockda01,.500,0.5,.750,1.000,0.0,0.0,0.0,0.0,0.5,3.5
Julyan Stone\stoneju01,.429,0.2,.643,.500,1.2,0.8,0.1,0.1,0.3,0.5
Caleb Swanigan\swanica01,.370,0.0,.380,.615,1.9,0.6,0.2,0.1,0.6,2.0
Jayson Tatum\tatumja01,.476,1.3,.540,.828,5.1,1.6,1.0,0.8,1.4,13.9
Isaiah Taylor\taylois01,.431,0.3,.457,.701,1.4,3.0,0.5,0.2,1.2,6.5
Jeff Teague\teaguje01,.443,1.2,.496,.842,3.0,7.0,1.5,0.3,2.5,13.8
Marquis Teague\teaguma01,.300,0.0,.300,.400,2.0,5.0,1.0,0.0,1.0,4.0
Mirza Teletovic\teletmi01,.439,2.1,.623,,2.3,1.0,0.4,0.1,0.7,7.1
Garrett Temple\templga01,.418,1.4,.512,.769,2.3,1.9,0.9,0.4,1.2,8.4
Milos Teodosic\teodomi01,.419,2.0,.542,.848,2.8,4.6,0.5,0.1,2.2,9.5
Jason Terry\terryja01,.387,0.8,.518,.889,1.0,1.2,0.8,0.3,0.5,3.3
Daniel Theis\theisda01,.541,0.3,.579,.753,4.3,0.9,0.5,0.8,0.9,5.3
Isaiah Thomas\thomais02,.373,1.7,.438,.893,2.1,4.8,0.5,0.1,3.0,15.2
Isaiah Thomas\thomais02,.361,1.5,.418,.868,2.1,4.5,0.6,0.1,2.7,14.7
Isaiah Thomas\thomais02,.383,1.9,.456,.921,2.1,5.0,0.4,0.1,3.2,15.6
Lance Thomas\thomala01,.377,0.7,.472,.830,2.4,0.6,0.4,0.2,0.6,4.0
Klay Thompson\thompkl01,.491,3.1,.588,.832,3.8,2.6,0.8,0.5,1.8,19.9
Tristan Thompson\thomptr01,.564,0.0,.564,.553,6.9,0.6,0.3,0.3,0.7,5.9
Sindarius Thornwell\thornsi01,.427,0.3,.471,.696,1.9,0.8,0.7,0.3,0.6,3.6
Anthony Tolliver\tollian01,.446,1.9,.607,.808,3.0,1.1,0.4,0.3,0.7,8.3
Karl-Anthony Towns\townska01,.541,1.5,.594,.856,12.3,2.4,0.8,1.4,2.0,21.2
P.J. Tucker\tuckepj01,.390,1.4,.519,.717,5.4,0.9,1.0,0.3,0.9,6.1
Evan Turner\turneev01,.445,0.5,.481,.849,3.1,2.2,0.5,0.4,1.2,8.2
Myles Turner\turnemy01,.491,0.9,.537,.775,6.7,1.4,0.6,1.9,1.5,13.4
Ekpe Udoh\udohek01,.504,0.0,.504,.750,2.4,0.9,0.7,1.2,0.3,2.7
Tyler Ulis\ulisty01,.384,0.6,.421,.819,1.8,4.3,1.0,0.1,1.7,7.5
Jonas Valanciunas\valanjo01,.568,0.4,.590,.804,8.6,1.1,0.4,0.9,1.5,12.8
Denzel Valentine\valende01,.417,1.9,.517,.745,5.1,3.2,0.8,0.1,1.3,10.2
Fred VanVleet\vanvlfr01,.428,1.4,.528,.833,2.5,3.2,0.9,0.3,1.0,8.8
Rashad Vaughn\vaughra01,.411,0.5,.536,.667,0.8,0.5,0.2,0.1,0.2,2.3
Rashad Vaughn\vaughra01,.420,0.6,.550,.667,0.8,0.5,0.2,0.1,0.2,2.7
Rashad Vaughn\vaughra01,,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
Rashad Vaughn\vaughra01,.333,0.2,.417,,0.8,0.0,0.2,0.0,0.4,1.0
Noah Vonleh\vonleno01,.444,0.4,.487,.621,5.8,0.6,0.4,0.3,0.6,4.9
Noah Vonleh\vonleno01,.490,0.1,.500,.742,5.1,0.4,0.2,0.3,0.5,3.6
Noah Vonleh\vonleno01,.413,0.9,.478,.481,6.9,1.0,0.6,0.3,0.8,6.9
Nikola Vucevic\vucevni01,.476,1.2,.516,.817,9.3,3.3,1.0,1.1,2.0,16.9
Dwyane Wade\wadedw01,.444,0.5,.468,.721,3.8,3.5,0.9,0.7,2.1,11.6
Dwyane Wade\wadedw01,.455,0.5,.482,.701,3.9,3.5,0.9,0.7,2.0,11.2
Dwyane Wade\wadedw01,.421,0.4,.440,.776,3.6,3.2,0.9,0.7,2.3,12.7
Dion Waiters\waitedi01,.398,1.7,.461,.739,2.6,3.8,0.8,0.3,2.3,14.3
Kemba Walker\walkeke02,.431,2.9,.516,.861,3.2,5.6,1.2,0.3,2.2,22.5
John Wall\walljo01,.414,1.4,.458,.717,3.6,9.4,1.3,1.1,3.7,19.0
Tyrone Wallace\wallaty01,.441,0.4,.464,.786,3.7,2.3,0.9,0.5,1.4,9.7
Taurean Waller-Prince\princta02,.420,2.0,.508,.838,4.8,2.5,1.0,0.5,2.3,13.5
Derrick Walton\waltode01,.333,0.5,.479,1.000,1.1,1.0,0.4,0.2,0.1,1.9
Jameel Warney\warneja01,.583,0.0,.583,.600,3.0,0.0,0.0,0.0,0.3,5.7
T.J. Warren\warretj01,.498,0.3,.507,.757,5.1,1.3,1.0,0.6,1.3,19.6
Travis Wear\weartr01,.386,1.2,.526,1.000,2.3,0.3,0.2,0.3,0.3,5.2
James Webb\webbja01,.238,0.4,.333,,2.4,0.4,0.1,0.0,0.3,1.6
Briante Weber\weberbr01,.442,0.2,.488,.800,1.9,1.2,1.0,0.3,0.8,2.8
Briante Weber\weberbr01,.409,0.3,.500,1.000,1.4,1.0,0.8,0.2,0.5,2.0
Briante Weber\weberbr01,.476,0.0,.476,.667,3.4,1.8,1.6,0.4,1.6,4.8
David West\westda01,.581,0.0,.585,.763,3.3,1.9,0.7,1.0,1.1,7.0
Russell Westbrook\westbru01,.452,1.2,.481,.737,9.9,10.1,1.8,0.2,4.8,25.6
Andrew White\whitean01,.362,1.3,.493,.250,2.3,0.4,0.2,0.1,0.5,4.9
Derrick White\whitede01,.485,0.5,.606,.700,1.5,0.5,0.2,0.2,0.4,3.2
Okaro White\whiteok01,.438,0.7,.563,.667,1.8,0.3,0.2,0.2,0.2,3.3
Isaiah Whitehead\whiteis01,.465,0.4,.506,.684,1.6,1.3,0.5,0.1,1.5,6.3
Hassan Whiteside\whiteha01,.546,0.0,.548,.708,11.6,1.0,0.7,1.7,1.8,14.2
Andrew Wiggins\wiggian01,.442,1.4,.485,.645,4.3,1.9,1.1,0.6,1.7,18.0
Jacob Wiley\wileyja01,.250,0.2,.375,.500,2.2,0.4,0.2,0.0,0.0,0.8
Damien Wilkins\wilkida02,.333,0.2,.385,.750,0.8,0.5,0.1,0.1,0.3,1.7
Alan Williams\willial03,.389,0.0,.389,.667,4.4,1.6,1.0,0.2,1.4,4.0
C.J. Williams\willicj01,.450,0.6,.515,.813,1.4,0.9,0.8,0.4,0.6,5.5
Derrick Williams\willide02,.250,0.0,.250,,0.5,0.0,0.0,0.0,0.0,1.0
Lou Williams\willilo02,.437,2.4,.508,.881,2.6,5.3,1.1,0.2,3.0,22.7
Marvin Williams\willima02,.451,1.5,.559,.824,4.8,1.2,0.7,0.5,0.8,9.3
Matt Williams\willima05,.333,0.3,.417,,0.3,0.0,0.0,0.0,0.3,1.7
Troy Williams\willitr02,.468,0.5,.518,.667,3.0,0.8,1.0,0.2,0.9,6.3
Troy Williams\willitr02,.222,0.0,.222,.333,1.0,0.3,0.3,0.0,0.3,1.3
Troy Williams\willitr02,.490,0.6,.545,.704,3.5,0.9,1.1,0.2,1.1,7.5
D.J. Wilson\wilsodj01,.571,0.1,.643,.500,0.4,0.1,0.1,0.0,0.2,0.9
Jamil Wilson\wilsoja02,.469,1.8,.636,.500,2.1,0.7,0.3,0.5,0.5,7.0
Justise Winslow\winslju01,.422,0.8,.476,.641,5.4,2.1,0.8,0.5,1.1,7.5
Jeff Withey\witheje01,.375,0.2,.438,.500,1.1,0.0,0.0,0.3,0.2,1.7
Nate Wolters\woltena01,.167,0.0,.167,,0.4,0.2,0.0,0.0,0.0,0.4
Brandan Wright\wrighbr03,.578,0.0,.578,.636,3.4,0.5,0.5,0.9,0.3,5.0
Brandan Wright\wrighbr03,.576,0.0,.576,.636,3.4,0.5,0.5,0.9,0.3,5.0
Brandan Wright\wrighbr03,.667,0.0,.667,,2.0,0.0,0.0,1.0,0.0,4.0
Delon Wright\wrighde01,.471,0.8,.537,.830,2.7,2.8,1.0,0.5,1.1,8.0
Guerschon Yabusele\yabusgu01,.409,0.3,.523,.615,1.4,0.5,0.1,0.1,0.4,1.8
James Young\youngja01,.357,0.5,.464,.667,0.3,0.3,0.0,0.0,0.2,2.8
Joe Young\youngjo01,.433,0.4,.497,.759,1.2,0.7,0.3,0.0,0.5,3.8
Nick Young\youngni01,.414,1.6,.540,.845,1.5,0.4,0.5,0.1,0.5,7.3
Thaddeus Young\youngth01,.487,0.7,.521,.602,6.4,1.9,1.7,0.4,1.3,12.0
Cody Zeller\zelleco01,.545,0.1,.551,.718,5.4,0.9,0.4,0.6,1.0,7.1
Tyler Zeller\zellety01,.545,0.2,.561,.714,4.6,0.7,0.2,0.5,0.7,6.7
Tyler Zeller\zellety01,.546,0.2,.568,.667,4.6,0.7,0.2,0.5,0.8,7.1
Tyler Zeller\zellety01,.544,0.0,.544,.882,4.5,0.8,0.4,0.6,0.5,5.7
Paul Zipser\zipsepa01,.346,0.7,.425,.731,2.4,0.9,0.4,0.3,0.8,4.0
Ante Zizic\zizican01,.719,0.0,.719,.750,1.8,0.2,0.0,0.4,0.3,3.2
Ivica Zubac\zubaciv01,.505,0.0,.505,.733,2.4,0.4,0.2,0.3,0.5,3.4
